FOLIO,CONCESIONARIO,K_EMPRESA,EMPRESA,K_ENTIDAD,FECHA,L_TOTAL_E,ANIO,MES,K_GRUPO,GRUPO,ENTIDAD
100647,"OPERBES, S.A. DE C.V.",C0415,BESTEL,28,15DEC2021,25452,2021,12,G004,GRUPO TELEVISA,Tamaulipas
100647,"OPERBES, S.A. DE C.V.",C0415,BESTEL,29,15DEC2021,4587,2021,12,G004,GRUPO TELEVISA,Tlaxcala
100647,"OPERBES, S.A. DE C.V.",C0415,BESTEL,30,15DEC2021,4513,2021,12,G004,GRUPO TELEVISA,Veracruz de Ignacio de la Llave
100647,"OPERBES, S.A. DE C.V.",C0415,BESTEL,31,15DEC2021,6704,2021,12,G004,GRUPO TELEVISA,Yucatan
100647,"OPERBES, S.A. DE C.V.",C0415,BESTEL,32,15DEC2021,6063,2021,12,G004,GRUPO TELEVISA,Zacatecas
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,1,15DEC2021,71057,2021,12,G004,GRUPO TELEVISA,Aguascalientes
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,6,15DEC2021,16876,2021,12,G004,GRUPO TELEVISA,Colima
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,7,15DEC2021,17908,2021,12,G004,GRUPO TELEVISA,Chiapas
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,11,15DEC2021,34652,2021,12,G004,GRUPO TELEVISA,Guanajuato
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,14,15DEC2021,171967,2021,12,G004,GRUPO TELEVISA,Jalisco
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,16,15DEC2021,3479,2021,12,G004,GRUPO TELEVISA,Michoacan de Ocampo
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,18,15DEC2021,9384,2021,12,G004,GRUPO TELEVISA,Nayarit
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,22,15DEC2021,11671,2021,12,G004,GRUPO TELEVISA,Queretaro
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,28,15DEC2021,122616,2021,12,G004,GRUPO TELEVISA,Tamaulipas
100656,"CABLEVISION RED, S.A. DE C.V.",C0639,CABLEVISION RED,32,15DEC2021,0,2021,12,G004,GRUPO TELEVISA,Zacatecas
100666,"MARCATEL COM, S.A. DE C.V.",C0350,MARCATEL,99,15DEC2021,62406,2021,12,C350,MARCATEL,Sin información de Entidad
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,4,15DEC2021,23021,2021,12,G004,GRUPO TELEVISA,Campeche
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,5,15DEC2021,92800,2021,12,G004,GRUPO TELEVISA,Coahuila de Zaragoza
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,10,15DEC2021,7159,2021,12,G004,GRUPO TELEVISA,Durango
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,11,15DEC2021,19653,2021,12,G004,GRUPO TELEVISA,Guanajuato
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,13,15DEC2021,55150,2021,12,G004,GRUPO TELEVISA,Hidalgo
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,14,15DEC2021,440,2021,12,G004,GRUPO TELEVISA,Jalisco
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,15,15DEC2021,5416,2021,12,G004,GRUPO TELEVISA,Mexico.
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,16,15DEC2021,0,2021,12,G004,GRUPO TELEVISA,Michoacan de Ocampo
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,21,15DEC2021,1,2021,12,G004,GRUPO TELEVISA,Puebla
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,22,15DEC2021,111007,2021,12,G004,GRUPO TELEVISA,Queretaro
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,24,15DEC2021,61784,2021,12,G004,GRUPO TELEVISA,San Luis Potosi
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,25,15DEC2021,215,2021,12,G004,GRUPO TELEVISA,Sinaloa
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,27,15DEC2021,52004,2021,12,G004,GRUPO TELEVISA,Tabasco
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,28,15DEC2021,37809,2021,12,G004,GRUPO TELEVISA,Tamaulipas
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,29,15DEC2021,45680,2021,12,G004,GRUPO TELEVISA,Tlaxcala
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,30,15DEC2021,20739,2021,12,G004,GRUPO TELEVISA,Veracruz de Ignacio de la Llave
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C0784,IZZI,32,15DEC2021,26848,2021,12,G004,GRUPO TELEVISA,Zacatecas
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C0571,TELEVISION INTERNACIONAL,5,15DEC2021,28472,2021,12,G004,GRUPO TELEVISA,Coahuila de Zaragoza
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C0571,TELEVISION INTERNACIONAL,19,15DEC2021,654622,2021,12,G004,GRUPO TELEVISA,Nuevo Leon
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C0571,TELEVISION INTERNACIONAL,24,15DEC2021,9439,2021,12,G004,GRUPO TELEVISA,San Luis Potosi
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C0571,TELEVISION INTERNACIONAL,28,15DEC2021,115089,2021,12,G004,GRUPO TELEVISA,Tamaulipas
100715,"MYC RED, S.A. DE C.V.",C0378,MEGACABLE,99,15DEC2021,,2021,12,G008,MEGACABLE-MCM,Sin información de Entidad
100747,"COMERCIALIZADORA DE FRECUENCIAS SATELITALES, S. DE R.L. DE C.V.",C0149,DISH,99,15DEC2021,816,2021,12,G002,DISH-MVS,Sin información de Entidad
100770,"CORPORACION DE RADIO Y TELEVISION DEL NORTE DE MEXICO, S. DE R.L. DE C.V.",C0508,SKY,99,15DEC2021,617,2021,12,G004,GRUPO TELEVISA,Sin información de Entidad
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,1,15DEC2021,110,2021,12,G008,MEGACABLE-MCM,Aguascalientes
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,2,15DEC2021,1971,2021,12,G008,MEGACABLE-MCM,Baja California
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,8,15DEC2021,101,2021,12,G008,MEGACABLE-MCM,Chihuahua
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,9,15DEC2021,282862,2021,12,G008,MEGACABLE-MCM,Ciudad de Mexico
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,10,15DEC2021,63,2021,12,G008,MEGACABLE-MCM,Durango
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,11,15DEC2021,1023,2021,12,G008,MEGACABLE-MCM,Guanajuato
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,12,15DEC2021,222,2021,12,G008,MEGACABLE-MCM,Guerrero
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,13,15DEC2021,202,2021,12,G008,MEGACABLE-MCM,Hidalgo
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,14,15DEC2021,1550,2021,12,G008,MEGACABLE-MCM,Jalisco
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,15,15DEC2021,12025,2021,12,G008,MEGACABLE-MCM,Mexico.
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,17,15DEC2021,265,2021,12,G008,MEGACABLE-MCM,Morelos
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,19,15DEC2021,32798,2021,12,G008,MEGACABLE-MCM,Nuevo Leon
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,20,15DEC2021,33,2021,12,G008,MEGACABLE-MCM,Oaxaca
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,21,15DEC2021,91,2021,12,G008,MEGACABLE-MCM,Puebla
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,22,15DEC2021,1088,2021,12,G008,MEGACABLE-MCM,Queretaro
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,23,15DEC2021,57,2021,12,G008,MEGACABLE-MCM,Quintana Roo
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,25,15DEC2021,6,2021,12,G008,MEGACABLE-MCM,Sinaloa
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,26,15DEC2021,15366,2021,12,G008,MEGACABLE-MCM,Sonora
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,27,15DEC2021,115,2021,12,G008,MEGACABLE-MCM,Tabasco
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,28,15DEC2021,2116,2021,12,G008,MEGACABLE-MCM,Tamaulipas
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,31,15DEC2021,131,2021,12,G008,MEGACABLE-MCM,Yucatan
100809,"MEGACABLE COMUNICACIONES DE MEXICO, S.A. DE C.V.",C0377,MCM TELECOM,99,15DEC2021,146072,2021,12,G008,MEGACABLE-MCM,Sin información de Entidad
100818,"BT LATAM MEXICO, S.A. DE C.V.",C0065,BT LATAM MEXICO,99,15DEC2021,,2021,12,C065,BT LATAM MEXICO,Sin información de Entidad
100865,"CABLEVISION, S.A. DE C.V.",C0268,CABLEVISION,9,15DEC2021,941901,2021,12,G004,GRUPO TELEVISA,Ciudad de Mexico
100865,"CABLEVISION, S.A. DE C.V.",C0268,CABLEVISION,15,15DEC2021,301463,2021,12,G004,GRUPO TELEVISA,Mexico.
101784,"MEXICO RED DE TELECOMUNICACIONES, S. DE R.L. DE C.V.",C0087,CABLECOM,99,15DEC2021,36768,2021,12,G004,GRUPO TELEVISA,Sin información de Entidad
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,1,15DEC2021,117313,2021,12,G006,AMÉRICA MÓVIL,Aguascalientes
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,3,15DEC2021,127686,2021,12,G006,AMÉRICA MÓVIL,Baja California Sur
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,4,15DEC2021,54121,2021,12,G006,AMÉRICA MÓVIL,Campeche
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,5,15DEC2021,319737,2021,12,G006,AMÉRICA MÓVIL,Coahuila de Zaragoza
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,6,15DEC2021,80504,2021,12,G006,AMÉRICA MÓVIL,Colima
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,7,15DEC2021,162433,2021,12,G006,AMÉRICA MÓVIL,Chiapas
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,8,15DEC2021,333542,2021,12,G006,AMÉRICA MÓVIL,Chihuahua
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,9,15DEC2021,1661271,2021,12,G006,AMÉRICA MÓVIL,Ciudad de Mexico
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,10,15DEC2021,111334,2021,12,G006,AMÉRICA MÓVIL,Durango
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,11,15DEC2021,449901,2021,12,G006,AMÉRICA MÓVIL,Guanajuato
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,12,15DEC2021,241950,2021,12,G006,AMÉRICA MÓVIL,Guerrero
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,13,15DEC2021,183928,2021,12,G006,AMÉRICA MÓVIL,Hidalgo
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,14,15DEC2021,843021,2021,12,G006,AMÉRICA MÓVIL,Jalisco
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,15,15DEC2021,1546054,2021,12,G006,AMÉRICA MÓVIL,Mexico.
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,16,15DEC2021,303774,2021,12,G006,AMÉRICA MÓVIL,Michoacan de Ocampo
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,17,15DEC2021,197461,2021,12,G006,AMÉRICA MÓVIL,Morelos
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,18,15DEC2021,110365,2021,12,G006,AMÉRICA MÓVIL,Nayarit
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,19,15DEC2021,579523,2021,12,G006,AMÉRICA MÓVIL,Nuevo Leon
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,20,15DEC2021,198682,2021,12,G006,AMÉRICA MÓVIL,Oaxaca
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,21,15DEC2021,438465,2021,12,G006,AMÉRICA MÓVIL,Puebla
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,22,15DEC2021,203094,2021,12,G006,AMÉRICA MÓVIL,Queretaro
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,23,15DEC2021,151264,2021,12,G006,AMÉRICA MÓVIL,Quintana Roo
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,24,15DEC2021,195352,2021,12,G006,AMÉRICA MÓVIL,San Luis Potosi
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,25,15DEC2021,197123,2021,12,G006,AMÉRICA MÓVIL,Sinaloa
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,26,15DEC2021,207281,2021,12,G006,AMÉRICA MÓVIL,Sonora
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,27,15DEC2021,127283,2021,12,G006,AMÉRICA MÓVIL,Tabasco
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,28,15DEC2021,355840,2021,12,G006,AMÉRICA MÓVIL,Tamaulipas
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,29,15DEC2021,114546,2021,12,G006,AMÉRICA MÓVIL,Tlaxcala
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,30,15DEC2021,500799,2021,12,G006,AMÉRICA MÓVIL,Veracruz de Ignacio de la Llave
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,31,15DEC2021,152918,2021,12,G006,AMÉRICA MÓVIL,Yucatan
102992,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",C0577,TELMEX,32,15DEC2021,115525,2021,12,G006,AMÉRICA MÓVIL,Zacatecas
103357,"TELIGENTIA, S.A. DE C.V.",C0106,CIERTO,99,15DEC2021,,2021,12,C106,CIERTO,Sin información de Entidad
106223,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",C0373,MAXCOM,99,15DEC2021,10966,2021,12,C373,MAXCOM,Sin información de Entidad
106633,"OPENIP COMUNICACIONES, S.A. DE C.V.",C0705,TOKA MOVIL,99,15DEC2021,17802,2021,12,C705,TOKA MOVIL,Sin información de Entidad
106831,"BICENTEL, S.A. DE C.V.",C0664,C3NTRO TELECOM,99,15DEC2021,0,2021,12,C664,C3NTRO TELECOM,Sin información de Entidad
106870,"IENTC, S. DE R.L. DE C.V.",C0717,IENTC TELECOMUNICACIONES,99,15DEC2021,2621,2021,12,C717,IENTC,Sin información de Entidad
501609,"COMNET, S.A. DE C.V.",C0112,COMNET,99,15DEC2021,6,2021,12,C112,COMNET,Sin información de Entidad
501907,"VALOR AGREGADO DIGITAL, S.A. DE C.V.",C0734,VADSA,99,15DEC2021,,2021,12,C734,VADSA,Sin información de Entidad
